num_bikes_disabled;lat;lon;;;
0;4.075.763;-7.388.682;;;
1;4.066.432.331.577.460;-7.395.921.791.486.460;;;
2;4.073.443.564.069.450;-7.393.790.781.497.950;;;
7;4.074.901.271;-7.398.848.395;;;
0;407.448;-7.389.377;;;
0;4.075.091;-7.389.111;;;
2;4.070.767.788;-7.394.016.171;;;
3;4.072.557;-7.394.434;;;
5;4.077.536.905;-7.394.803.392;;;
0;406.767;-7.393.051;;;
1;40.818.215;-73.950.988;;;
10;40.720.747;-73.986.274;;;
0;4.074.249;-7.387.809;;;
0;40.707.165;-73.923.711;;;
4;406.729.679;-7.397.087.984;;;
2;4.068.216.564;-7.395.399.026;;;
2;406.777.287;-7.399.364.123;;;
1;4.068.139;-7.390.756;;;
2;4.086.448;-7.389.522;;;
10;4.077.966.809.007.310;-7.398.093.044.757.840;;;
0;40.641.269;-74.017.651;;;
6;4.074.526;-7.399.062;;;
7;408.021.174;-739.681.805.305;;;
0;40.805.973;-73.964.928;;;
3;40.709.957;-74.016.538;;;
9;40.816.343;-73.896.447;;;
0;4.075.048;-7.390.513;;;
1;4.073.715;-7.385.614;;;
1;406.758.329.439.129;-7.401.472.628.116.600;;;
5;4.070.296.934.155.270;-7.398.469.090.461.730;;;
2;4.076.712.840.349.540;-7.396.224.617.958.060;;;
3;4.076.132.983.124.810;-7.397.982.001.304.620;;;
1;4.075.052.534;-7.394.594.845;;;
2;4.064.868;-7.394.635;;;
0;4.076.211;-7.392.523;;;
3;40.834.457;-73.928.381;;;
0;408.692;-7.390.121;;;
1;4.064.949;-7.395.408;;;
3;4.071.910.537;-7.399.973.337;;;
3;4.069.766.564;-7.398.476.437;;;
1;4.070.869;-7.392.587;;;
3;4.075.001.986;-7.396.905.301;;;
4;4.065.519;-739.564;;;
1;4.077.677.702;-739.590.097;;;
1;4.087.979;-7.390.164;;;
1;4.088.111;-738.965;;;
1;40.651.566;-73.972.212;;;
13;4.074.783.260.583.770;-740.005.722.643.582;;;
0;4.076.134;-7.386.666;;;
0;4.077.149.671.054.440;-7.399.046.033.620.830;;;
3;40.804.213;-7.396.699.104;;;
1;4.071.773;-7.394.051;;;
0;40.752.474;-73.939.991;;;
0;4.086.389;-7.389.246;;;
5;40.746.647;-73.993.915;;;
4;4.069.236.178;-7.398.631.746;;;
3;406.787.242;-7.399.599.099;;;
0;40.840.494;-73.911.479;;;
6;4.071.450.451;-7.400.562.789;;;
3;4.072.984.830.346.520;-7.397.455.215.454.100;;;
1;40.668.757;-73.966.438;;;
6;4.069.597.683;-7.399.014.892;;;
4;40.693.534;-73.981.909;;;
2;4.071.219.906;-7.397.948.148;;;
1;4.083.618;-73.939.789;;;
3;407.500.727;-7.399.839.279;;;
0;4.067.423;-7.391.656;;;
1;406.917.823;-739.737.299;;;
1;4.070.569.254;-7.401.677.685;;;
3;40.753.091;-73.920.603;;;
1;406.776;-7.394.963;;;
1;4.067.412;-7.394.447;;;
4;4.067.260.298.150.120;-7.398.983.001.708.980;;;
3;4.073.049.393;-739.957.214;;;
2;40.842.675;-73.908.544;;;
0;4.072.558;-7.390.417;;;
0;4.071.907.891.179.560;-7.394.223.690.032.950;;;
0;40.656.633;-73.983.864;;;
4;4.077.112.927;-7.395.772.297;;;
2;40.768.254;-73.988.639;;;
1;4.066.093.779.493.160;-7.398.680.448.532.100;;;
2;4.068.512.559.515.410;-7.402.535.319.328.300;;;
2;4.077.314.236;-7.395.856.158;;;
0;4.068.487;-739.293;;;
1;4.065.482;-73.973.217;;;
1;4.080.722;-739.418;;;
4;4.071.332.151.208.180;-7.399.009.689.688.680;;;
3;4.069.623.297.129.310;-7.399.142.056.703.560;;;
0;40.717.571;-74.005.549;;;
0;4.076.109;-7.388.838;;;
0;40.741;-7.388.027;;;
3;4.073.396;-7.395.204;;;
1;408.604.244;-739.093.359.997;;;
5;4.071.759.894.980.990;-7.401.587.963.104.240;;;
4;4.072.502.876;-7.399.069.656;;;
7;40.721.319;-74.010.065;;;
2;4.070.140.317.257.720;-7.398.672.670.125.960;;;
4;4.071.291.224;-7.401.020.234;;;
0;4.074.612;-7.385.272;;;
1;40.663.657;-73.963.014;;;
0;4.084.188;-738.855;;;
3;4.076.619;-7.387.561;;;
3;40.686.203;-73.944.694;;;
0;40.699.569;-73.979.827;;;
2;4.068.199.044.270.700;-7.399.079.024.791.710;;;
2;4.068.323.865.460.340;-7.396.599.590.778.350;;;
2;40.822.215;-73.914.688;;;
1;4.070.538;-7.392.535;;;
3;40.797.911;-739.423;;;
1;4.074.275.179.648.990;-739.847.157.150.507;;;
2;4.074.718.234;-739.432.635;;;
0;4.076.315.481.910.370;-7.393.985.509.872.430;;;
3;4.076.312.584;-7.396.526.895;;;
0;4.075.767.234.025.040;-7.390.769.943.594.930;;;
1;40.646.037;-73.980.963;;;
1;40.698.458;-73.997.178;;;
0;40.652.512;-74.008.906;;;
2;406.853.761;-7.398.302.136;;;
0;40.816.126;-73.891.559;;;
3;407.251.285.241.158;-7.398.131.668.567.650;;;
3;4.071.703;-7.400.925;;;
0;406.662.078;-7.398.199.886;;;
1;40.819.999;-73.897.263;;;
6;4.068.706.579.875.910;-7.401.675.585.121.660;;;
1;4.086.659;-7.389.794;;;
4;40.701.907;-74.013.942;;;
1;4.069.231.660.719.190;-7.401.486.575.603.480;;;
1;40.763.154;-73.920.827;;;
2;40.831.762;-73.896.853;;;
3;406.711.978;-7.397.484.126;;;
2;4.073.787.237.950.530;-7.392.264.068.126.670;;;
4;4.074.056.423.633.950;-7.399.852.573.871.610;;;
3;4.077.237;-7.399.005;;;
9;4.071.605.866;-7.399.190.759;;;
3;4.069.512.845;-7.399.595.065;;;
2;40.851.747;-73.908.964;;;
0;4.070.694;-7.390.632;;;
1;4.074.469.738;-7.393.540.375;;;
1;4.079.338;-7.394.329;;;
3;4.072.362.738;-7.399.949.601;;;
1;40.825.737;-73.927.311;;;
1;4.074.408;-7.392.901;;;
6;407.262.807;-7.398.978.041;;;
0;407.546.011.026;-73.971.878.855;;;
2;40.829.797;-73.931.015;;;
0;4.080.295;-73.942.954;;;
2;406.859.296;-7.400.242.364;;;
0;4.069.715;-738.936;;;
2;4.086.989.866.194.040;-7.392.076.313.495.630;;;
0;40.827.184;-73.893.721;;;
1;4.074.952;-7.390.265;;;
1;40.827.301;-73.896.372;;;
1;4.076.574;-7.387.012;;;
2;40.639.673;-74.008.957;;;
2;407.123;-7.389.397;;;
1;40.772.717;-73.906.127;;;
0;4.071.592.232.709.500;-7.390.601.366.758.340;;;
1;4.086.288;-7.390.316;;;
0;4.074.283;-739.321;;;
0;40.825.289;-73.936.232;;;
4;4.083.617.913.677.470;-7.390.730.146.322.760;;;
3;407.829.391;-739.786.517;;;
2;40.755.389;-73.911.517;;;
0;4.070.224;-73.982.578;;;
0;4.075.397;-73.862;;;
2;40.639.421;-74.026.823;;;
11;4.072.633.085.971.690;-7.398.616.880.178.450;;;
0;4.081.900.581.806.550;-7.394.476.890.563.960;;;
2;40.835.122.799.036.400;-7.391.196.817.159.650;;;
0;4.074.937;-7.388.714;;;
2;4.073.988.840.858.990;-7.398.958.593.606.940;;;
1;40.841.092;-73.892.317;;;
2;4.070.365.182;-7.401.167.797;;;
1;406.595;-7.395.041;;;
7;40.840.484;-73.917.946;;;
7;4.077.282.817;-7.396.685.276;;;
3;4.068.488;-7.396.304;;;
0;40.750.097.682.094.800;-7.391.349.703.073.500;;;
1;407.552.433;-739.485.678;;;
1;4.070.806.582.380.640;-740.135.595.202.446;;;
2;4.065.074;-7.394.986;;;
4;4.068.700.231.292.610;-7.397.664.964.199.060;;;
1;4.078.948.541.553.210;-7.395.242.929.458.610;;;
3;40.735.238;-74.000.271;;;
4;406.910.363.748.993;-7.399.201.065.301.890;;;
2;4.068.609;-7.392.628;;;
2;406.861.758;-7.399.645.295;;;
2;4.074.349.759.836.970;-7.391.860.529.780.380;;;
1;4.064.741;-7.395.933;;;
2;4.069.622.937;-7.394.371.094;;;
2;40.704.508;-739.351;;;
0;4.067.313;-7.391.387;;;
5;40.663.779;-7.398.396.846;;;
1;4.070.183;-7.390.625;;;
3;407.801.839.724.239;-7.397.728.532.552.710;;;
0;40.644.367;-73.984.276;;;
0;4.073.737;-7.391.803;;;
3;40.653.368;-73.976.291;;;
5;40.686.312;-73.935.775;;;
0;4.064.795;-7.393.182;;;
2;40.839.194;-73.888.587;;;
1;4.087.512;-7.390.126;;;
4;4.075.992.262;-7.397.648.516;;;
5;4.075.066.386;-7.400.176.802;;;
1;40.805.559;-73.914.718;;;
5;40.768.333;-73.992.573;;;
1;406.882;-7.390.798;;;
0;406.582;-739.338;;;
2;4.077.118.287.540.650;-7.396.409.422.159.190;;;
6;407.643.971;-7.397.371.465;;;
0;4.070.686;-7.392.851;;;
1;4.064.378;-7.396.867;;;
1;40.754.691.750.226.000;-7.399.740.189.313.880;;;
2;4.064.173;-7.396.364;;;
1;4.085.304.455.868.980;-7.391.830.623.149.870;;;
11;407.462.009;-7.398.855.723;;;
5;4.070.122.128;-7.401.234.218;;;
2;4.072.307.749.068.670;-7.398.583.620.786.660;;;
0;407.468;-7.389.038;;;
0;40.866.141;-73.922.648;;;
0;4.064.871;-7.395.218;;;
1;& St Marks Ave;4.067.319;;;877
2;40.774.306;-73.908.335;;;
3;4.077.801.203;-7.395.407.149;;;
1;40.836.274;-73.884.308;;;
9;4.076.500.525;-7.395.818.491;;;
5;407.711.528;-739.170.074;;;
2;40.776.165;-739.153.175;;;
2;4.071.435;-7.391.405;;;
1;4.075.388;-73.914.952;;;
4;4.070.905.623;-7.401.043.382;;;
2;40.816.402;-73.919.549;;;
6;4.078.866.499.127.880;-7.396.680.057.048.790;;;
0;40.812.769;-73.901.583;;;
2;4.065.969;-7.394.517;;;
0;40.639.978;-7.402.324;;;
0;40.853.827;-73.920.765;;;
2;4.069.794;-7.396.986.848;;;
4;407.817.212;-7.394.594;;;
0;4.069.331.716;-7.395.381.995;;;
1;4.073.761;-7.385.959;;;
5;407.667.405.590.595;-739.790.689.945.221;;;
0;4.085.941;-738.985;;;
1;4.069.064.807.082.940;-7.395.746.178.925.030;;;
2;40.716.425;-7.396.594;;;
0;40.649.681;-73.967.829;;;
0;40.811.892;-73.904.192;;;
1;40.818.185;-73.894.143;;;
0;40.845.505;-73.914.311;;;
0;40.649.983;-74.005.144;;;
3;4.071.534.825;-7.396.024.116;;;
1;4.068.458;-7.390.925;;;
2;40.678.970.070.475.700;-7.397.855.266.928.670;;;
3;4.074.173.969;-7.399.415.556;;;
1;407.703.743;-739.286.078;;;
0;40.659.176;-74.006.584;;;
1;406.532;-7.396.639;;;
1;4.075.325.964;-7.394.335.788;;;
2;40.709.897;-7.394.008;;;
1;407.671.863;-739.373.554;;;
0;40.772.899;-73.896.849;;;
0;40.745.502;-73.909.887;;;
0;40.751.889.392.240.600;-7.403.329.162.748.530;;;
2;40.644.743;-74.003.754;;;
1;407.849.032;-73.950.503;;;
2;4.074.524.768;-7.394.733.276;;;
0;4.074.193;-7.390.913;;;
7;40.813.358;-73.956.461;;;
1;407.869.946;-7.394.164.802;;;
3;4.068.402;-7.394.977;;;
4;40.861.748;-7.389.105;;;
1;40.643.371;-74.011.884;;;
1;4.075.097.711;-7.398.765.428;;;
1;40.813.135;-73.909.235;;;
2;406.864.442;-7.398.759.104;;;
4;40.840.683;-73.915.073;;;
1;4.076.424;-738.812;;;
6;4.069.239.502;-7.399.337.909;;;
3;4.074.286.877.312.110;-7.398.918.628.692.620;;;
1;4.072.311.651;-7.395.212.324;;;
3;40.822.545;-73.901.824;;;
5;4.072.769;-73.990.993;;;
4;4.069.676;-7.392.302;;;
1;40.863.124;-73.926.994;;;
3;40.825.716;-73.915.585;;;
2;4.071.850.211;-7.398.329.859;;;
1;406.740.886;-739.787.282;;;
0;4.087.449;-7.390.467;;;
6;407.390.169.121;-740.026.376.103;;;
3;406.776.147;-7.397.324.283;;;
0;4.075.502;-7.387.285;;;
4;40.838.706;-73.927.034;;;
4;407.945.663;-739.362.541;;;
1;4.085.455;-7.389.507;;;
3;40.845;-7.388.994;;;
0;40.649.292;-74.020.105;;;
1;40.773.763;-7.396.222.088;;;
1;4.077.028;-73.893.675;;;
2;40.673.134;-73.969.106;;;
2;40.647.718;-73.973.663;;;
1;4.069.662;-7.390.056;;;
7;406.867.443;-7.399.063.168;;;
0;40.852.252;-73.937.854;;;
0;4.067.621;-7.390.351;;;
1;40.748.036;-73.946.705;;;
4;4.075.676.475.086.500;-7.399.971.440.439.910;;;
1;4.072.226;-7.393.889;;;
2;4.084.666;-7.388.991;;;
3;4.065.798;-7.396.051;;;
2;4.076.109;-7.388.632;;;
8;4.077.565.541;-7.395.068.615;;;
3;4.083.545;-7.390.153;;;
2;407.075.188.830.923;-7.400.108.054.280.280;;;
8;4.074.198.159.994.020;-7.400.831.580.162.040;;;
1;4.071.693;-7.390.198;;;
1;407.647;-739.240.312;;;
1;407.633.589;-739.286.471;;;
1;40.650.739;-73.977.739;;;
1;40.828.199;-73.903.719;;;
0;4.064.471.895.763.570;-7.397.451.460.361.480;;;
1;40.759.604.471.387.900;-7.392.714.411.020.270;;;
5;40.742.684.734.875.600;-7.398.671.329.021.450;;;
0;40.646.377;-74.023.087;;;
1;4.068.900.443;-7.396.023.854;;;
1;4.067.972;-7.393.467;;;
3;4.073.555;-7.395.284;;;
5;4.072.334.683.218.010;-7.398.265.913.128.850;;;
3;40.817.755;-7.392.965;;;
2;4.069.723;-7.389.811;;;
3;4.072.706.363.348.300;-7.399.662.137.031.550;;;
2;4.071.534.162.042.440;-7.393.865.078.687.660;;;
2;40.812.735;-73.923.697;;;
1;4.068.764.484;-7.396.968.902;;;
4;4.070.538.077;-7.394.976.519;;;
2;4.068.143;-7.392.565;;;
0;40.690.065;-73.978.776;;;
0;4.074.962;-7.386.677;;;
1;4.073.115;-7.400.887;;;
0;4.085.648.733.523.570;-7.393.296.986.818.310;;;
1;4.075.905.795.418.580;-7.391.897.544.264.790;;;
1;4.066.852;-7.392.284;;;
1;408.143.256;-739.590.255;;;
0;4.075.788;-7.385.763;;;
1;40.758.057;-73.909.831;;;
0;4.067.568;-7.391.396;;;
1;4.080.046;-7.392.404;;;
2;40.733.208.626.522.400;-739.756.813.647;;;
2;4.084.463;-7.387.988;;;
1;4.087.555;-7.390.212;;;
2;40.855.156;-7.391.278;;;
3;4.074.025.878;-7.398.409.214;;;
10;4.074.691.959;-7.400.451.887;;;
0;4.072.054;-73.959;;;
2;40.852.253;-73.931.308;;;
0;4.087.382;-7.388.661;;;
1;4.077.896.784;-7.397.374.737;;;
4;4.069.327.018;-7.397.703.874;;;
4;406.667;-7.393.972;;;
1;40.834.124;-7.388.955;;;
0;4.071.036.129.922.580;-7.396.530.389.785.760;;;
0;40.757.334;-73.974.235;;;
3;40.672.695;-73.954.131;;;
3;40.843.079;-73.900.216;;;
4;4.076.095.756;-7.396.724.467;;;
6;4.068.177.810.928.760;-7.397.988.975.048.060;;;
1;4.074.864;-7.387.619;;;
5;4.069.363.137;-7.396.223.558;;;
1;4.075.797.322;-7.396.603.308;;;
0;40.873.054.589.370.800;-7.391.837.194.561.950;;;
1;4.081.872.569.990.110;-7.388.862.490.653.990;;;
1;4.070.461;-7.391.054;;;
0;407.531.106;-739.279.917;;;
3;40.834.015;-73.908.863;;;
2;407.597.108;-7.397.402.311;;;
1;4.084.335;-7.388.247;;;
1;407.628.138;-739.342.862;;;
2;4.082.188;-73.907.521;;;
3;407.169.811;-7.394.485.918;;;
5;4.078.057.799.010.330;-7.398.562.431.335.440;;;
2;40.772.092;-73.895.166;;;
2;4.067.428;-739.503;;;
1;40.830.179;-73.928.747;;;
1;4.075.601;-7.388.266;;;
8;407.172.274;-7.398.802.084;;;
0;406.814.658.848.122;-7.391.415.685.415.260;;;
3;407.727.966;-7.395.577.801;;;
1;40.838.315;-73.912.604;;;
1;4.067.486;-7.391.123;;;
0;40.805.701;-73.925.177;;;
2;407.197.920.901.383;-740.052.238.852.195;;;
2;4.065.949.055.893.890;-7.398.013.919.591.900;;;
2;40.826.677;-73.929.327;;;
3;40.697.926;-7.397.663;;;
3;40.756.951;-73.982.631;;;
1;4.072.710.258;-7.400.297.088;;;
5;407.882.213;-7.397.041.561;;;
6;407.454.973;-7.400.197.139;;;
2;40.823.429;-73.924.689;;;
3;407.529;-7.387.536;;;
0;4.067.514;-7.394.716;;;
1;40.682.601;-73.938.037;;;
0;40.759.125;-73.962.658;;;
3;4.073.266;-7.395.826;;;
1;40.843.264;-73.904.867;;;
5;4.072.494.672.359.410;-7.400.165.855.884.550;;;
2;4.074.838;-7.390.699;;;
1;4.086.149;-7.388.103;;;
1;40.656.986;-73.998.194;;;
3;406.851.532;-7.394.111;;;
0;4.072.840.059.450.820;-7.399.968.780.577.180;;;
3;4.084.437;-7.387.796;;;
4;40.747.968;-73.996.637;;;
7;4.074.964;-7.398.805;;;
1;406.894.932;-73.942.061;;;
2;40.662.584;-73.995.554;;;
2;40.824.956;-73.891.677;;;
3;40.768.692;-739.249.574;;;
2;4.075.374;-7.388.604;;;
4;40.711.066;-74.009.447;;;
1;4.070.929;-7.389.441;;;
2;4.068.822;-7.391.966;;;
0;4.074.419;-738.619;;;
2;4.072.185.379;-7.400.771.779;;;
2;407.471;-739.028;;;
3;40.716.967;-73.956.388;;;
2;406.707.767;-739.576.801;;;
2;4.075.475;-738.549;;;
0;40.877.964;-738.847.550.291;;;
2;4.072.317.958;-7.399.480.012;;;
1;4.074.557;-738.882;;;
0;4.074.535;-738.558;;;
0;4.067.717;-7.392.285;;;
6;4.074.299;-7.397.711;;;
0;40.875.531;-738.863.864.831;;;
5;40.716.887;-73.963.198;;;
4;4.078.499.979;-7.397.283.406;;;
1;40.826.303;-73.898.751;;;
0;4.065.577;-739.432;;;
7;40.751.396;-74.005.226;;;
6;4.075.714.758;-7.397.207.836;;;
5;4.078.001.336.610.560;-7.390.667.617.321.010;;;
2;4.072.789.701.409.020;-7.400.536.268.949.500;;;
0;4.075.836;-7.387.824;;;
7;4.081.028.506.306.000;-7.395.736.455.917.350;;;
0;4.071.391;-7.390.299;;;
0;40.776.745;-73.906.558;;;
2;4.087.049;-7.390.287;;;
1;4.071.893.904;-7.399.266.288;;;
0;40.716.657;-7.393.637;;;
0;4.070.113;-7.391.422;;;
2;40.735.918;-74.000.939;;;
0;40.760.339;-739.222.427;;;
0;4.073.191.132.323.170;-74.008.769.094.944;;;
2;4.070.099;-7.393.921;;;
0;4.068.995;-739.365;;;
3;407.892.529;-7.393.956.237;;;
0;406.721.683;-739.609;;;
1;4.074.451;-7.391.412;;;
10;4.073.031.071.000.890;-7.398.047.178.983.680;;;
0;4.067.854;-7.391.367;;;
5;4.081.296;-73.941.878;;;
2;406.809.591;-7.399.905.709;;;
4;4.069.985;-7.397.141;;;
0;4.072.054;-739.949;;;
7;4.072.431;-7.400.473;;;
2;4.077.003.010.255.040;-739.819.684.624.672;;;
0;40.847.305;-73.933.291;;;
0;4.064.661;-7.395.401;;;
1;40.692;-7.392.617;;;
2;40.830.663;-73.941.323;;;
5;4.076.269.882;-7.399.301.222;;;
1;4.088.492;-7.389.084;;;
10;4.075.640.548;-739.900.262;;;
4;407.190.095;-7.395.852.515;;;
1;4.071.926.081;-7.398.178.024;;;
0;4.073.802;-7.386.103;;;
3;4.075.377.336.836.030;-7.399.937.599.897.380;;;
4;40.814.394.437.915.800;-7.395.324.736.833.570;;;
7;407.689.738;-7.395.482.273;;;
0;40.817.555;-73.957.163;;;
1;4.066.967;-739.503;;;
4;4.075.660.359;-739.979.009;;;
3;4.073.972.989.238.720;-7.399.103.969.335.550;;;
3;40.678.045;-73.962.408;;;
2;4.074.713;-7.385.502;;;
4;40.714.193;-73.996.732;;;
0;4.076.646;-7.388.674;;;
0;40.861.281.970.750.900;-73.921.417.593.956;;;
2;40.816.827;-73.917.338;;;
3;40.710.709;-73.959.724;;;
2;40.814.673;-7.391.839;;;
0;4.065.496;-7.393.765;;;
0;4.072.098;-7.390.701;;;
3;407.652.654;-7.398.192.338;;;
0;40.778.089;-73.899.558;;;
2;40.642.408;-74.013.318;;;
6;40.805.726;-73.936.322;;;
3;40.818.299;-73.960.405;;;
1;40.644.862;-74.014.531;;;
5;40.820.302;-73.903.944;;;
6;407.981.856;-739.605.909.006;;;
1;40.795.098;-73.923.734;;;
0;4.085.079;-7.388.945;;;
1;4.073.704.984;-7.399.009.296;;;
2;406.555;-7.394.975;;;
5;4.071.146.364;-7.400.552.427;;;
2;4.086.767;-7.389.286;;;
1;40.830.471;-73.904.556;;;
1;40.722.103.786.686.000;-7.399.724.900.722.500;;;
2;407.459.849;-7.398.629.487;;;
0;4.085.589.030.603.880;-7.392.708.241.939.540;;;
1;406.686.273;-7.398.700.053;;;
3;4.068.044;-7.392.842;;;
1;4.070.311;-7.389.547;;;
1;4.086.709.406.268.140;-739.172.950.387.001;;;
2;4.074.848.023.448.570;-7.398.255.586.624.140;;;
7;40.752.643;-73.974.996;;;
0;407.922.553;-7.395.249.933;;;
5;40.781.410.700.190.000;-7.395.595.908.164.970;;;
0;40.833.909;-7.392.112;;;
0;4.064.958;-7.396.316;;;
0;40.666.439.306.870.800;-739.605.563.879.013;;;
1;4.087.398;-7.389.943;;;
4;4.071.996.118.117.130;-7.400.844.320.654.860;;;
0;4.080.756;-73.939.182;;;
1;406.777.748;-740.094.613;;;
2;407.702;-7.387.587;;;
5;4.076.663.814;-7.395.348.296;;;
1;407.725.996.921.817;-7.393.266.275.525.090;;;
1;407.941.654;-73.974.124;;;
1;4.067.522;-739.061;;;
2;40.816.234;-73.948.222;;;
6;40.719.383;-73.991.479;;;
6;4.076.727.216;-7.399.392.888;;;
1;407.668;-739.347.774;;;
0;40.844.044;-73.933.651;;;
3;4.071.779.817.737.830;-7.399.316.132.068.630;;;
2;4.083.670.566.862.800;-7.392.608.866.095.540;;;
6;40.799.484;-73.955.613;;;
6;4.076.228.826;-7.398.336.183;;;
0;407.428;-7.389.584;;;
2;40.818.477;-73.947.568;;;
1;40.704.876;-73.919.911;;;
2;40.668.132;-7.397.363.831;;;
1;40.721.226;-73.941.845;;;
1;4.073.564;-7.395.866;;;
0;4.073.824.937.345.940;-7.392.737.478.017.800;;;
0;4.065.127;-7.393.818;;;
3;40.846.052;-73.937.648;;;
5;40.818.743;-73.890.247;;;
2;40.815.887;-73.911.918;;;
3;4.081.093;-73.921.606;;;
1;40.862.638;-7.392.006;;;
1;40.642.703;-74.009.441;;;
0;406.716;-7.393.378;;;
3;40.698.477;-7.398.384;;;
5;407.505.853.470.215;-739.946.848.154.068;;;
0;4.069.922;-7.389.795;;;
1;4.065.633;-7.393.648;;;
0;4.073.856;-7.388.553;;;
5;4.072.079.821;-7.395.484.712;;;
2;4.069.237.074;-7.393.705.428;;;
1;407.862.586;-7.394.552.579;;;
2;4.075.038.009;-7.398.338.988;;;
0;4.072.897;-7.390.115;;;
2;40.829.608;-73.921.461;;;
2;406.999.974.843.885;-7.397.440.128.028.390;;;
3;4.073.971.301;-7.399.456.405;;;
1;40.694.546.087.246.000;-7.395.801.365.375.510;;;
3;407.774.552;-739.225.403;;;
0;4.073.169;-7.390.159;;;
1;40.832.081;-73.942.386;;;
2;4.083.263;-73.925.101;;;
7;406.792.788;-7.398.154.004;;;
0;4.074.261;-73.903;;;
1;4.082.182;-7.395.353;;;
1;40.839.278;-73.945.446;;;
6;4.072.621.788;-7.398.379.855;;;
8;407.529.728.216.068;-7.398.734.897.375.100;;;
1;40.726.378;-74.000.472;;;
3;4.074.475.148;-7.399.915.362;;;
2;4.077.515.953.434.230;-7.398.918.695.747.850;;;
2;4.084.925;-7.393.022;;;
5;40.764.126;-73.980.973;;;
2;4.073.587.678;-7.398.205.027;;;
0;408.005.385;-739.419.949;;;
2;4.069.544;-7.393.223;;;
1;4.079.656.826.080.290;-7.393.459.528.684.610;;;
1;4.078.621;-739.756;;;
3;406.605;-739.626;;;
0;4.075.614;-7.386.084;;;
1;4.068.319.988.172.760;-7.391.166.642.308.230;;;
0;4.067.154;-7.391.433;;;
2;4.069.928;-73.953.259;;;
1;4.073.532.427;-7.399.800.419;;;
1;40.768.442;-73.893.531;;;
1;40.712.628;-73.960.575;;;
3;40.752.149;-73.989.539;;;
0;40.852.538;-7.393.441;;;
0;4.074.448;-7.386.516;;;
1;40.796.879;-73.937.261;;;
0;4.071.310.702.305.900;-7.399.446.353.316.300;;;
1;4.074.765.947;-7.398.490.707;;;
4;40.835.302;-73.895.133;;;
2;406.751.622;-739.814.832;;;
4;407.596.276;-739.321.455;;;
1;4.072.606;-7.395.621;;;
2;40.801.657;-73.909.513;;;
4;4.075.110.165;-7.394.073.717;;;
1;4.088.524;-7.390.077;;;
8;4.071.754.834;-7.401.322.069;;;
4;40.714.731;-73.966.612;;;
5;4.072.405.549;-7.400.965.965;;;
1;40.756.351;-73.936.515;;;
1;40.818.154;-73.925.294;;;
3;4.069.905;-7.391.516;;;
1;40.680.944.723.477.200;-7.397.567.331.790.920;;;
1;406.849.668;-7.398.620.772;;;
2;4.074.334.935;-7.400.681.753;;;
3;4.069.308.257;-7.397.178.913;;;
5;406.886.263;-739.851.911;;;
0;4.072.966.729.392.970;-7.398.067.966.103.550;;;
2;4.069.467;-7.390.663;;;
2;406.794.268;-739.298.911;;;
3;406.896.218.879;-739.830.426.872;;;
1;40.830.476;-73.939.929;;;
4;40.697.787;-73.973.736;;;
1;40.780.478;-73.912.212;;;
6;407.919.557;-73.968.087;;;
3;407.429.302;-73.952.037;;;
2;40.837.576;-73.910.489;;;
2;40.847.746;-73.922.079;;;
1;40.769.673;-73.906.018;;;
1;4.069.535.693.320.220;-7.399.344.027.042.380;;;
1;40.846.011;-73.919.637;;;
4;4.073.038.599;-7.400.214.988;;;
3;4.086.557;-7.388.807;;;
5;4.084.210.236.102.170;-739.422.395.825.386;;;
0;4.070.106;-7.393.318;;;
3;4.066.034;-7.393.618;;;
2;40.848.282;-73.941.343;;;
3;4.073.381.219.196.630;-7.398.054.420.948.020;;;
6;4.071.485.150.526.250;-7.401.122.331.619.260;;;
4;4.073.224.119;-7.400.026.394;;;
2;4.066.509;-7.394.824;;;
5;40.816.124;-73.908.116;;;
1;4.067.738;-7.390.829;;;
3;4.071.473.993;-7.400.910.627;;;
3;40.720.253;-73.957.082;;;
1;40.651.173;-74.011.405;;;
1;4.086.012;-73.928.489;;;
0;40.637.033;-74.022.141;;;
0;4.071.147;-7.391.694;;;
3;4.078.813;-7.395.206;;;
0;4.084.761;-7.390.745;;;
3;40.848.354;-73.918.389;;;
0;4.073.985.995.699.160;-7.392.400.324.344.630;;;
1;40.813.991;-738.855;;;
0;4.074.534.682.580.980;-739.219.419.658.184;;;
1;4.069.957.608;-7.394.708.417;;;
3;407.734.066;-7.397.782.542;;;
4;407.448.062.877.224;-7.391.728.967.428.200;;;
4;4.073.143.724.085.220;-7.399.490.341.544.150;;;
3;40.853.646;-73.908.731;;;
3;4.076.340.613;-7.397.722.479;;;
2;40.838.191;-73.936.085;;;
0;4.073.628;-7.386.752;;;
1;4.075.437;-7.387.833;;;
1;40.757.186;-73.932.719;;;
1;40.671.907;-73.993.612;;;
0;4.069.165.183;-739.999.786;;;
7;4.073.226.398;-7.399.852.205;;;
2;40.704.425;-7.392.836;;;
1;4.068.452;-7.392.011;;;
2;40.768.728;-73.890.745;;;
0;40.839.443;-73.937.044;;;
3;4.075.354.681.867.070;-7.397.896.572.947.500;;;
1;4.069.943;-7.391.337;;;
3;40.800.933;-73.913.863;;;
2;407.974.772;-739.311.847;;;
0;40.745.627;-73.945.661;;;
0;4.074.394.314;-7.397.966.069;;;
0;40.847.396;-73.931.205;;;
1;4.073.716;-7.386.625;;;
