num_bikes_available;num_ebikes_available;station_id;legacy_id;num_docks_available;is_installed;num_docks_disabled;num_bikes_disabled;name;has_kiosk;lat;lon;capacity_original;zipCode;capacity_zip_sum;
49;8;66db7a0d-0aca-11e7-82f6-3863bb44ef7c;320;5;1;0;0;Leonard St & Church St;True;40.717.571;-74.005.549;54;10013;1239;
16;0;cf284d60-23e7-49ec-91dc-8bfedb59cb6a;4497;0;1;0;2;E Tremont Ave & Jerome Ave;True;40.851.747;-73.908.964;20;10453;633;
30;17;66dde3b1-0aca-11e7-82f6-3863bb44ef7c;3290;4;1;0;1;E 89 St & York Ave;True;407.779.453;-73.946.041;35;10128;528;
0;0;ffaa8f6a-a4ea-4d3a-a57c-f42f77cd4581;4911;24;1;0;0;Thomas S. Boyland St & Fulton St;True;4.067.854;-7.391.367;24;11233;877;
20;2;66de542a-0aca-11e7-82f6-3863bb44ef7c;3409;19;1;0;7;Bergen St & Smith St;True;406.867.443;-7.399.063.168;48;11201;2201;
3;1;101c813e-02a8-4b6b-bd5d-981c1ea62019;4995;18;1;0;0;Pacific St & Thomas S. Boyland St;True;4.067.568;-7.391.396;21;11233;877;
24;0;66dc0bbd-0aca-11e7-82f6-3863bb44ef7c;418;12;1;0;0;Front St & Gold St;True;4.070.224;-73.982.578;37;11201;2201;
18;3;5d994b32-b7a5-450d-9bbb-93bf3b03e6d5;4191;1;1;0;1;Intervale Ave & Kelly St;True;40.827.301;-73.896.372;20;10459;482;
11;6;b7d7543b-74ac-4a48-a3c4-412f9ffbc727;3927;10;1;0;5;Lenox Ave & W 133 St;True;4.081.296;-73.941.878;27;10030;198;
6;2;d52d4171-fd60-4a28-b7e2-89f3693e0591;5065;12;1;0;1;53 St & Flushing Ave;True;4.071.435;-7.391.405;19;11378;497;
18;0;f752c376-3a6f-4cd3-b9fd-3c049d45a9a6;4091;1;1;0;2;Jerome Ave & Ogden Ave;True;40.829.797;-73.931.015;21;10452;570;
9;6;0cde9bcd-0dcb-45dc-9c9a-3e5485b5452e;4798;10;1;0;0;Queens Blvd & 56 St;True;4.074.193;-7.390.913;20;11377;1095;
12;10;1,86019E+18;1,86019E+18;9;1;0;0;Vyse Ave & E 181 St;True;4.084.463;-7.387.988;20;10460;399;
1;0;4753c893-e4bd-4d6a-bc4d-42209a19ebeb;4542;16;1;0;3;Andrews Ave S & W 179 St;True;40.855.156;-7.391.278;20;10453;633;
7;4;a93cb1ec-fb37-4faf-a7e7-d1e5a9e9af95;4124;33;1;1;5;Central Park W & W 91 St;True;4.078.866.499.127.880;-7.396.680.057.048.790;48;10025;806;
6;1;1,85454E+18;1,85454E+18;15;1;0;0;39 Ave & 99 St;True;4.074.962;-7.386.677;21;11368;996;
2;0;1,84901E+18;1,84901E+18;19;1;0;0;Queens Blvd & Albion Ave;True;4.073.856;-7.388.553;21;11373;769;
4;3;94624d6e-4150-4ab1-92ff-bf55cb58ab61;4162;12;1;0;1;Southern Blvd & E 172 St;True;40.834.124;-7.388.955;19;10460;399;
41;16;2bf9addc-038b-48fe-8794-dde085c5e5dc;3734;7;1;0;2;E 58 St & 1 Ave (NW Corner);True;40.759.125;-73.962.658;50;10022;791;
3;1;15e1568b-f502-47a2-9d3d-b5aaa1edc239;5067;17;1;0;1;Palmetto St & Traffic Ave;True;4.070.929;-7.389.441;21;11385;909;
33;6;7f8cb36a-2bf4-4d57-afbd-331310f25355;3541;0;1;0;6;Amsterdam Ave & W 125 St;True;40.813.358;-73.956.461;39;10027;668;
1;1;1,85685E+18;1,85685E+18;23;1;0;0;Roosevelt Ave & 104 St;True;4.074.984;-7.386.156;24;11368;996;
1;1;1,86461E+18;1,86461E+18;18;1;0;1;Kingsbridge Terrace & W 230 St;True;4.087.555;-7.390.212;20;10468;708;
35;28;66de1c33-0aca-11e7-82f6-3863bb44ef7c;3360;11;1;0;1;Amsterdam Ave & W 79 St;True;407.829.391;-739.786.517;48;10024;632;
12;0;2868db5b-df51-4c36-8515-ef77a5b092c2;3759;5;1;1;1;Irving Ave & Jefferson St;True;4.070.538;-7.392.535;19;11237;593;
10;8;c042a307-2d7d-4ee9-95b7-a7505a3428c2;4712;34;1;0;1;W 56 St & 8 Ave;True;40.765.959.181.657.900;-7.398.313.522.338.860;50;10019;1746;
1;0;66dcccfe-0aca-11e7-82f6-3863bb44ef7c;3066;16;1;1;1;Tompkins Ave & Hopkins St;True;4.069.957.608;-7.394.708.417;19;11206;831;
13;13;ab5c5ee6-9c4e-4aaa-a14e-d236d3e01d9a;4773;8;1;0;3;43 Ave & 42 St;True;4.074.534.682.580.980;-739.219.419.658.184;24;11104;289;
11;2;e6f3c665-0c87-4f34-a5e8-69baeed7b7bf;5075;11;1;0;0;Eliot Ave & 60 Ln;True;4.071.391;-7.390.299;22;11378;497;
11;5;785b3e6b-dab5-4d25-afab-e2a1ef918669;4792;14;1;0;2;51 St & 43 Ave;True;4.074.451;-7.391.412;27;11377;1095;
1;0;81a34754-ae08-47a6-964d-4733849a8fab;4146;24;1;0;5;Garrison Ave & Manida St;True;40.818.743;-73.890.247;30;10474;130;
25;8;66dd20eb-0aca-11e7-82f6-3863bb44ef7c;3116;7;1;0;3;Huron St & Franklin St;True;4.073.266;-7.395.826;35;11222;1314;
0;0;9e014047-d675-418b-a03c-84d974a25134;4486;27;1;0;3;Broadway & W 168 St;True;4.084.089.603.193.040;-7.393.972.098.827.360;31;10032;512;
15;6;1,84901E+18;1,84901E+18;4;1;0;0;Corona Ave & 98 St;True;4.074.448;-7.386.516;19;11368;996;
18;6;66dd4bf7-0aca-11e7-82f6-3863bb44ef7c;3163;5;1;0;20;Central Park West & W 68 St;True;407.734.066;-7.397.782.542;43;10023;683;
25;5;1,84609E+18;1,84609E+18;0;1;0;0;94 St & 57 Ave;True;4.073.628;-7.386.752;25;11373;769;
1;0;7a15d81b-357e-42e0-b208-93ffd562fd63;3492;24;1;0;1;E 118 St & Park Ave;True;408.005.385;-739.419.949;27;10035;556;
9;4;1,8716E+18;1,8716E+18;12;1;0;1;Randall's Island - Field 10;True;40.795.098;-73.923.734;22;10035;556;
20;1;9c2a741d-7f3e-4aa1-b58b-db5c3e6bcb20;4082;10;1;0;0;Gerard Ave & McClellan St;True;40.833.909;-7.392.112;30;10452;570;
4;4;b1e496f1-43cf-48d0-be49-ab0d760c00bf;4849;22;1;1;1;Fresh Pond Rd & 69 Ave;True;4.070.311;-7.389.547;28;11385;909;
8;5;1,87197E+18;1,87197E+18;10;1;0;1;Claflin Ave & Reservoir Ave;True;4.087.398;-7.389.943;19;10468;708;
49;25;1,83387E+18;1,83387E+18;9;1;1;4;W 84 St & Amsterdam Ave;True;4.078.621;-739.756;63;10024;632;
30;5;66db4282-0aca-11e7-82f6-3863bb44ef7c;254;13;1;0;4;W 11 St & 6 Ave;True;4.073.532.427;-7.399.800.419;47;10011;1628;
16;0;1,83525E+18;1,83525E+18;4;1;0;1;25 Ave & 96 St;True;4.076.447;-7.387.369;21;11369;564;
0;0;66de269c-0aca-11e7-82f6-3863bb44ef7c;3375;0;0;0;0;3 Ave & E 72 St;True;407.699.426;-7.396.060.712;35;10021;443;
3;3;3bf69f3e-23f6-4abe-b5fe-dabe6b0ea066;4063;18;1;0;2;Wadsworth Ave & W 175 St;True;40.846.052;-73.937.648;24;10033;358;
21;9;1,87792E+18;1,87792E+18;2;1;0;1;60 Ave & Junction Blvd;True;4.073.466;-7.386.501;24;11373;769;
4;1;1,81597E+18;1,81597E+18;26;1;0;0;Clarkson Ave & E 40 St;True;4.065.592;-7.394.068;30;11203;742;
3;3;ccaadb70-6c87-4ccc-9914-a3167bd1bc0e;4009;29;1;1;0;Riverside Dr & W 145 St;True;40.827.305;-73.951.989;35;10031;411;
6;2;8f1fdf4b-ecca-4f03-b04c-e10fe596e2c7;3973;17;1;0;1;St Nicholas Ave & W 150 St;True;40.827.212;-73.942.722;26;10031;411;
5;2;a70b26b7-fbad-4787-bf15-29f7b13a19ab;4275;12;1;0;3;21 Ave & Shore Blvd;True;40.783.956;-73.916.894;21;11105;731;
16;0;1,87686E+18;1,87686E+18;9;1;0;0;Whitney Ave & Ketcham Pl;True;4.074.249;-7.387.809;25;11373;769;
19;0;1,82042E+18;1,82042E+18;5;1;0;0;E 34 St & Linden Blvd;True;4.065.302;-7.394.599;24;11203;742;
13;5;66dc8bfd-0aca-11e7-82f6-3863bb44ef7c;540;38;1;0;3;Lexington Ave & E 29 St;True;4.074.311.555.376.480;-7.398.215.353.488.920;54;10016;1219;
4;3;1,86168E+18;1,86168E+18;16;1;0;0;Eames Pl & Claflin Ave;True;408.692;-7.390.121;20;10468;708;
18;3;a37bd0e0-d1e9-4302-9ff7-286e415aff1c;5004;1;1;0;0;58 St & 56 Dr;True;4.072.419;-7.391.244;19;11378;497;
3;3;c8060816-b4aa-4fd9-bc66-af28bf61dc87;3960;15;1;0;2;Hamilton Pl & W 140 St;True;40.822.756;-73.951.346;21;10031;411;
15;3;be435dfd-e859-487c-ae32-3d2b76d49a49;3976;1;1;0;3;E 156 St & Brook Ave;True;40.819.823;-73.912.411;19;10455;464;
33;5;18326827-dcae-47e0-8518-c4bb9e21eef6;4549;1;1;0;0;Keegan Rd & 2 Ave;True;4.064.243.139.706.090;-740.255.355.834.961;35;11220;832;
23;1;1,84349E+18;1,84349E+18;0;1;0;1;Queens Blvd & Broadway;True;4.073.672;-7.387.728;25;11373;769;
34;2;1,78638E+18;1,78638E+18;7;1;0;2;Wythe Ave & N 13 St;True;40.722.767;-73.957.021;43;11249;722;
1;0;b930dd82-92d0-4d86-b896-7d8b827c2d5f;4937;18;1;0;0;Pacific St & Rochester Ave;True;4.067.639;-7.392.748;19;11233;877;
13;5;e1a3f2f9-618f-4727-b2d6-676e02aadf17;4462;5;1;0;5;10 Ave & W 202 St;True;40.861.281.970.750.900;-73.921.417.593.956;23;10034;408;
16;0;1,83869E+18;1,83869E+18;4;1;0;0;98 St & 25 Ave;True;4.076.454;-7.387.171;20;11369;564;
25;1;711ccb32-e1bc-4577-ac7b-50592cc9b8a0;4548;4;1;1;1;58 St & Pier 4;True;40.646.475;-74.026.081;31;11220;832;
11;7;514f3dda-4d08-464c-b2d4-5706d400065a;4780;4;1;0;2;39 Ave & 45 St;True;4.074.947.822.183.470;-7.391.826.465.725.890;19;11104;289;
8;6;dadd2084-d844-46f5-b7a4-128d31eeba8e;4627;12;1;0;0;Aqueduct Ave & North St;True;408.604.787;-739.057.169.936;20;10468;708;
18;1;1,81743E+18;1,81743E+18;1;1;1;5;Rugby Rd & Beverley Rd;True;4.064.435;-7.396.591;25;11226;713;
18;0;1,80489E+18;1,80489E+18;9;1;0;2;Walton Ave & E 151 St;True;4.082.090.903.827.730;-7.392.753.845.245.070;29;10451;645;
5;5;bd70035d-4151-42b2-91f6-7bb3333e5253;4322;14;1;0;0;20 Ave & 21 St;True;40.784.003;-73.912.297;19;11105;731;
28;0;6ae35aa8-644e-4b2c-b6a4-6570192f78ab;4509;1;1;0;3;Davidson Ave & W Burnside Ave;True;40.853.646;-73.908.731;32;10453;633;
6;2;8ef6ec7d-e898-4edc-8f3f-af888f8c5ef4;4577;16;1;0;1;Jerome Ave & Bedford Park Blvd E;True;4.087.307;-7.388.971;25;10468;708;
19;19;8456b63c-37c6-49a6-8c02-bb6dcfc35041;4465;3;1;0;1;Seaman Ave & Isham St;True;4.086.989.866.194.040;-7.392.076.313.495.630;23;10034;408;
57;29;66dd51e6-0aca-11e7-82f6-3863bb44ef7c;3173;16;1;0;6;Riverside Blvd & W 67 St;True;40.777.507.027.547.900;-7.398.888.587.951.650;79;10069;79;
9;7;9a37d8a1-990b-484c-9603-262dbd1165cc;4839;9;1;0;1;Bleecker St & Forest Ave;True;407.107;-7.390.525;19;11385;909;
16;1;eb8fcff2-6f58-4724-b564-ebc9a8d374d8;5052;4;1;0;0;Clarkson Ave & Utica Ave;True;4.065.666;-7.393.109;20;11203;742;
16;6;66dea52b-0aca-11e7-82f6-3863bb44ef7c;3453;2;1;0;1;Devoe St & Lorimer St;True;4.071.335.226.222.870;-739.491.033.554.077;19;11211;967;
21;7;1,81597E+18;1,81597E+18;1;1;0;0;Schenectady Ave & Cortelyou Rd;True;4.064.535;-7.393.268;22;11203;742;
14;1;e6b6c6e2-5fcb-47cd-8f2d-4324b7c977c8;4662;6;1;0;1;23 Rd & 31 St;True;4.077.336.750.284.330;-7.391.382.560.133.930;21;11105;731;
3;2;7cb65297-c880-459a-b054-4e059576c02a;4732;18;1;0;1;50 St & 7 Ave;True;40.642.501;-74.006.055;22;11220;832;
5;0;35b8b636-18d3-4860-b0a9-39c0bce96a10;3563;21;1;0;2;28 St & 36 Ave;True;40.757.186;-73.932.719;29;11101;1806;
20;14;4d4a3e7b-1005-4bfd-8680-340a20cacbee;3609;2;1;0;1;Vernon Blvd & 31 Ave;True;407.692.475;-739.354.504;23;11106;571;
20;0;1,84901E+18;1,84901E+18;1;1;0;0;St James Ave & 51 Ave;True;4.073.813;-7.388.104;21;11373;769;
19;3;1,81743E+18;1,81743E+18;0;1;0;2;Cortelyou Rd & Albany Ave;True;4.064.483;-7.393.853;21;11203;742;
15;3;66dd23a9-0aca-11e7-82f6-3863bb44ef7c;3121;12;1;0;0;Jackson Ave & 46 Rd;True;4.074.524.768;-7.394.733.276;27;11101;1806;
8;0;01839a78-f228-4706-8f7f-147b857492f2;3928;14;1;0;1;Adam Clayton Powell Blvd & W 132 St;True;40.813.539;-7.394.521;23;10027;668;
73;19;c37931bb-8571-4671-a9a8-f3cf23897680;4478;11;1;0;10;1 Ave & E 6 St;True;4.072.633.085.971.690;-7.398.616.880.178.450;94;10009;1560;
1;0;1,84349E+18;1,84349E+18;23;1;0;1;Ithaca St & Baxter Ave;True;4.074.638;-7.388.322;25;11373;769;
19;1;1,81491E+18;1,81491E+18;7;1;0;4;Beverley Rd & Flatbush Ave;True;4.064.499;-7.395.818;30;11226;713;
23;11;66db269c-0aca-11e7-82f6-3863bb44ef7c;79;6;1;0;4;Franklin St & W Broadway;True;4.071.911.552;-7.400.666.661;33;10013;1239;
7;1;66dc1e55-0aca-11e7-82f6-3863bb44ef7c;450;52;1;0;8;W 49 St & 8 Ave;True;4.076.227.205;-7.398.788.205;67;10019;1746;
0;0;17ba4945-b202-4667-965f-211d80622646;3787;21;1;0;1;Dock 72 Way & Market St;True;4.069.985;-7.397.141;22;11205;702;
15;4;1,81972E+18;1,81972E+18;4;1;0;4;Ocean Ave & Tennis Ct;True;4.064.873;-7.396.084;23;11226;713;
22;10;66dc741f-0aca-11e7-82f6-3863bb44ef7c;496;35;1;0;8;E 16 St & 5 Ave;True;4.073.726.186;-7.399.238.967;65;10003;2245;
35;18;66db8ca4-0aca-11e7-82f6-3863bb44ef7c;326;17;1;0;9;E 11 St & 1 Ave;True;4.072.953.837;-7.398.426.726;61;10003;2245;
5;1;1,85167E+18;1,85167E+18;18;1;0;0;Judge St & Britton Ave;True;4.074.454;-7.388.112;23;11373;769;
15;1;bd30f2a1-38ec-474d-9e36-07f688e87427;3899;0;1;0;3;Manhattan Ave & Leonard St;True;4.072.084;-7.394.844;18;11222;1314;
14;8;0e5be726-2452-42a0-9be8-ea85c8408e4c;3602;8;1;0;1;31 Ave & 34 St;True;40.763.154;-73.920.827;23;11106;571;
8;1;e666a344-1afb-4512-b2e9-2fc5ed71be2b;4320;15;1;0;0;31 St & Ditmars Blvd;True;40.776.168;-73.910.485;24;11105;731;
0;0;426862de-f8f2-4967-ba41-76680a4b460c;4227;17;1;1;0;Crotona Park East & E 173 St;True;40.837.037;-73.890.413;19;10460;399;
27;0;46dca5c6-7bd3-4a4f-aa1e-33aa66652294;4979;2;1;0;0;30 St & 48 Ave;True;407.413.272;-73.937.999;29;11101;1806;
11;6;7f1b4c40-d9fa-4182-be0e-a993655cfb6f;3949;8;1;0;4;Brook Ave & E 138 St;True;40.807.408;-7.391.924;23;10454;437;
1;0;e982e1cb-7e7b-4769-85b8-565925200654;4963;22;1;0;1;Chauncey St & Stuyvesant Ave;True;4.068.012;-7.393.168;25;11233;877;
9;0;a23a40c3-6da5-4b0f-bb6b-8bfc01ec2261;4032;10;1;0;0;E 155 St & Courtlandt Ave;True;4.082.057;-73.917.579;19;10455;464;
3;1;a958a8af-a0cc-4bca-9114-93c74ce3c693;3855;18;1;0;0;Frost St & Debevoise Ave;True;4.071.882;-7.393.948;22;11222;1314;
16;4;66dd43bd-0aca-11e7-82f6-3863bb44ef7c;3143;24;1;1;4;5 Ave & E 78 St;True;4.077.632.142.182.270;-7.396.427.392.959.590;47;10021;443;
4;1;1a5eae13-8f27-4875-8330-a796c95f8ad6;4155;14;1;0;0;E 169 St & Fox St;True;40.827.184;-73.893.721;19;10459;482;
5;1;1,83658E+18;1,83658E+18;15;1;0;0;79 St & 37 Ave;True;4.074.937;-7.388.714;21;11372;601;
19;1;ecbfcdb7-fffc-4d45-bed2-1510fd45834d;4080;1;1;0;1;Jerome Ave & E 164 St;True;40.831.444;-73.926.226;21;10452;570;
5;2;bb07a569-cc74-439e-b424-916c0304f136;3994;22;1;0;2;2 Ave & E 125 St;True;40.802.554;-73.933.509;30;10035;556;
8;0;66dc9223-0aca-11e7-82f6-3863bb44ef7c;2012;75;1;0;4;E 27 St & 1 Ave;True;40.739.445;-73.976.806;87;10016;1219;
0;0;c9cd8c29-7f0b-4979-9a0e-bec4613d2600;4743;20;1;0;0;Audubon Ave & W 192 St;True;4.085.589.030.603.880;-7.392.708.241.939.540;21;10040;338;
18;7;1202a491-9f76-4609-9b5c-eb7723ab5b45;4859;1;1;0;0;57 St & Grand Ave;True;4.071.921;-739.124;19;11378;497;
4;1;5f968a1b-ee60-43a0-ad25-05211e09e436;3828;18;1;0;0;Eldert St & Bushwick Ave;True;4.068.652;-7.391.321;22;11207;318;
34;33;1,8134E+18;1,8134E+18;7;1;0;3;E 94 St & Madison Ave;True;4.078.585.105.291.380;-7.395.482.444.378.060;43;10128;528;
29;0;66de110b-0aca-11e7-82f6-3863bb44ef7c;3339;10;1;0;2;Berkeley Pl & 6 Ave;True;406.765.304;-7.397.846.879;41;11217;885;
10;0;1,83862E+18;1,83862E+18;10;1;0;2;32 Ave & 77 St;True;4.075.727;-7.389.024;23;11370;481;
5;2;9e0b3452-ef6d-4e94-8c05-7bef199cdb74;3606;12;1;0;3;49 Ave & 21 St;True;4.074.252;-73.948.852;21;11101;1806;
2;2;189f573b-a2d0-40d2-af15-83c5015d93e2;4420;19;1;0;4;7 Ave & 41 St;True;40.647.379;-74.000.911;25;11232;613;
5;5;c0a3b8fe-ba64-4cbb-b010-f760998d6c3a;4133;14;1;0;0;Beck St & Leggett Ave;True;40.815.077;-73.899.939;20;10455;464;
12;1;54782566-697b-497e-a503-dc1f39963eb2;4283;14;1;0;1;38 St & 30 Ave;True;40.764.174.520.197.600;-7.391.583.994.030.950;27;11103;436;
21;0;fd0e86e3-079d-40aa-8231-ec2cbdbd9e7f;4379;0;1;0;1;34 St & 4 Ave;True;40.655.278;-74.003.101;23;11232;613;
29;2;66dbebad-0aca-11e7-82f6-3863bb44ef7c;392;18;1;1;4;Jay St & Tech Pl;True;40.695.065;-73.987.167;52;11201;2201;
10;4;d1c204d7-d575-417d-b134-6ebdf7e99f98;4315;8;1;0;2;46 St & 30 Rd;True;4.076.072;-73.910.989;21;11103;436;
24;14;66dde208-0aca-11e7-82f6-3863bb44ef7c;3286;12;1;0;2;E 89 St & 3 Ave;True;407.806.284;-739.521.667;39;10128;528;
6;5;2436e886-dc53-47cb-8733-d663f9dcd922;4070;18;1;0;0;W 180 St & Ft Washington Ave;True;40.849.972;-73.938.423;24;10033;358;
8;0;1,84568E+18;1,84568E+18;8;1;0;3;E 19 St & Beverley Rd;True;4.064.483;-739.613;19;11226;713;
5;5;753591ba-36f7-4ded-ab7d-40df9994a05f;4892;17;1;1;1;Madison St & Malcolm X Blvd;True;4.068.713;-7.393.008;25;11221;906;
8;7;3f031133-ec95-4a92-9d63-2ae28183f498;4351;10;1;0;1;11 Ave & Prospect Ave;True;4.065.629;-73.977.335;20;11215;1088;
11;0;bdcbd89b-9ae0-461b-aa1d-7db7ead07400;3762;2;1;8;6;3 Ave & Carroll St;True;40.677.027;-739.865;27;11215;1088;
8;0;14f928c6-9a51-40a2-b7e6-a74e8b351dbf;3529;14;1;0;3;Lenox Ave & W 130 St;True;408.107.922;-739.430.681;25;10037;178;
84;32;66ddbd20-0aca-11e7-82f6-3863bb44ef7c;3255;9;1;0;4;8 Ave & W 31 St;True;407.505.853.470.215;-739.946.848.154.068;97;10199;191;
10;6;989fdf95-cfb9-475c-ba0c-3152fd3a16e0;4352;7;1;0;3;McDonald Ave & Vanderbilt St;True;40.651.654;-73.981.231;21;11218;736;
31;9;66db9cc4-0aca-11e7-82f6-3863bb44ef7c;340;7;1;0;1;Madison St & Clinton St;True;4.071.269.042;-7.398.776.323;39;10002;1558;
15;3;1,7867E+18;1,7867E+18;8;1;0;1;Manhattan Ave & Devoe St;True;40.713.532;-739.459.867;24;11211;967;
65;3;66db89a3-0aca-11e7-82f6-3863bb44ef7c;324;2;1;0;3;DeKalb Ave & Hudson Ave;True;40.689.888;-73.981.013;74;11201;2201;
20;0;02fb0f6a-b1dc-4e1c-97f8-fe70462670a3;4436;2;1;0;7;Park Circle & East Dr;True;40.651.566;-73.972.212;29;11218;736;
11;2;1,82042E+18;1,82042E+18;12;1;0;1;Bedford Ave & Beverley Rd;True;4.064.491;-7.395.487;24;11226;713;
0;0;753415aa-9bb4-4f72-bb5c-0906365177d0;4419;23;1;0;1;44 St & 6 Ave;True;40.647.105;-74.004.483;24;11232;613;
13;4;9ac5758f-0419-4e28-8387-6bcd28db17fa;3951;2;1;0;3;E 141 St & St Ann's Ave;True;40.808.633;-73.916.124;19;10454;437;
19;7;1,88572E+18;1,88572E+18;4;1;0;1;Crescent Ave & Belmont Ave;True;4.085.391;-738.866;24;10458;772;
27;5;66de6a0f-0aca-11e7-82f6-3863bb44ef7c;3425;6;1;0;0;2 Ave & E 104 St;True;407.892.105;-7.394.370.784;33;10029;639;
4;2;6908ae75-b9a1-4f20-b192-95dc43e858a8;4879;15;1;0;0;64 St & Woodbine St;True;4.070.809;-7.389.549;19;11385;909;
7;6;380394f7-64fa-4a65-a4d1-7bcaddd41fab;4423;14;1;0;1;57 St & 4 Ave;True;40.642.622;-74.016.866;22;11220;832;
0;0;85ba92ab-8d0a-4d17-9d07-0173e16d3b6d;4897;18;1;0;1;Monroe St & Patchen Ave;True;4.068.814;-7.392.693;20;11221;906;
8;7;48b19cc8-bf45-4602-89ac-a8c0a0560c43;4609;10;1;0;1;Paul Ave & W 205 St;True;4.087.704;-7.388.943;19;10468;708;
6;5;66db3997-0aca-11e7-82f6-3863bb44ef7c;228;69;1;0;3;E 48 St & 3 Ave;True;407.546.011.026;-73.971.878.855;78;10017;807;
0;0;68827e5f-ed28-45de-99bf-66093a8c504f;4952;21;1;0;0;Park Pl & Utica Ave;True;4.067.242;-7.393.094;21;11213;698;
33;1;66db3708-0aca-11e7-82f6-3863bb44ef7c;217;4;1;0;2;Old Fulton St;True;4.070.277.159;-7.399.383.605;39;11201;2201;
5;0;1,82897E+18;1,82897E+18;14;1;0;0;37 Ave & 106 St;True;4.075.397;-73.862;19;11368;996;
34;21;66db3ba0-0aca-11e7-82f6-3863bb44ef7c;236;33;1;1;5;St Marks Pl & 2 Ave;True;407.284.186;-7.398.713.956;73;10003;2245;
8;2;66dc1d0c-0aca-11e7-82f6-3863bb44ef7c;447;9;1;0;14;8 Ave & W 52 St;True;4.076.370.739;-739.851.615;31;10019;1746;
2;1;1,82897E+18;1,82897E+18;20;1;0;1;71 St & 37 Ave;True;407.488;-7.389.451;23;11372;601;
21;0;1,83807E+18;1,83807E+18;9;1;0;0;114 St & 39 Ave;True;407.532;-73.853;30;11368;996;
3;1;77463580-6421-403d-b170-f2660c216175;3841;20;1;0;1;Menahan St & Central Ave;True;4.069.543;-739.196;25;11221;906;
5;1;9719498d-bd5c-4424-86ac-dfe0795c57d1;4258;17;1;0;1;34 Ave & 45 St;True;40.754.795;-73.917.014;23;11101;1806;
14;1;66de1f7f-0aca-11e7-82f6-3863bb44ef7c;3363;15;1;0;4;E 102 St & Park Ave;True;407.904.828;-7.395.033.068;33;10029;639;
